"sdate","id","f_qty","i_qty","s_qty","t_qty","est_f_qty","est_i_qty","est_s_qty","est_t_qty","trs_f_percent","trs_3_percent"
"1130603","1783",29,0,0,29,6151,3,506,6660,6.91,7.48
"1130628","1783",39,0,2,41,6442,3,500,6945,7.23,7.80
"1130617","1783",86,0,1,87,6241,3,494,6738,7.00,7.56
"1130613","1783",0,0,1,1,6175,3,492,6670,6.93,7.49
"1130614","1783",-5,0,0,-5,6155,3,492,6650,6.91,7.47
"1130612","1783",-25,0,0,-25,6176,3,491,6670,6.93,7.49
"1130626","1783",108,0,0,108,6419,3,499,6921,7.20,7.76
"1130703","1783",-66,0,2,-64,6165,3,503,6671,6.92,7.49
"1130702","1783",-298,0,0,-298,6177,3,501,6681,6.93,7.50
"1130712","1783",0,0,0,0,6097,3,504,6604,6.84,7.41
"1130716","1783",-93,0,-1,-94,5961,3,503,6467,6.69,7.26
"1130719","1783",-176,0,0,-176,5960,3,500,6463,6.69,7.26
"1130705","1783",-1,0,0,-1,6173,3,504,6680,6.93,7.50
"1130718","1783",106,0,0,106,6117,3,500,6620,6.86,7.43
"1130701","1783",-81,0,1,-80,6400,3,501,6904,7.18,7.75
"1130715","1783",-5,0,0,-5,6095,3,504,6602,6.84,7.41
"1130708","1783",-133,0,0,-133,6034,3,505,6542,6.77,7.34
"1130704","1783",-110,0,1,-109,6164,3,504,6671,6.92,7.49
"1130711","1783",-21,0,-2,-23,6122,3,504,6629,6.87,7.44
"1130717","1783",32,0,-3,29,5991,3,500,6494,6.72,7.29
"1130709","1783",306,0,1,307,6227,3,506,6736,6.99,7.56
"1130710","1783",45,0,0,45,6238,3,506,6747,7.00,7.57
"1130806","1783",62,0,11,73,5938,3,502,6443,6.66,7.23
"1130731","1783",-10,0,0,-10,5780,3,507,6290,6.48,7.05
"1130808","1783",33,0,-7,26,6084,3,487,6574,6.83,7.38
"1130722","1783",-12,0,3,-9,5969,3,503,6475,6.70,7.27
"1130809","1783",-10,0,-4,-14,6076,3,484,6563,6.82,7.37
"1130807","1783",105,0,-8,97,6059,3,494,6556,6.80,7.36
"1130801","1783",48,0,-1,47,5962,3,506,6471,6.69,7.26
"1130813","1783",-10,0,14,4,6049,3,499,6551,6.79,7.35
"1130729","1783",-16,0,9,-7,5730,3,507,6240,6.43,7.00
"1130805","1783",20,0,-14,6,5875,3,491,6369,6.59,7.14
"1130802","1783",-125,0,-1,-126,5841,3,505,6349,6.55,7.12
"1130723","1783",-18,0,0,-18,5712,3,503,6218,6.41,6.98
"1130812","1783",-19,0,1,-18,6063,3,485,6551,6.80,7.35
"1130726","1783",11,0,-5,6,5703,3,498,6204,6.40,6.96
"1130730","1783",35,0,0,35,5781,3,508,6292,6.49,7.06
"1130829","1783",30,0,0,30,6436,3,564,7003,7.22,7.86
"1130821","1783",112,0,0,112,6249,3,538,6790,7.01,7.62
"1130827","1783",132,0,3,135,6396,3,564,6963,7.18,7.82
"1130828","1783",50,0,0,50,6433,3,564,7000,7.22,7.86
"1130814","1783",19,0,25,44,6044,3,524,6571,6.78,7.37
"1130819","1783",32,0,-1,31,6037,3,540,6580,6.77,7.38
"1130823","1783",51,0,20,71,6307,3,558,6868,7.08,7.71
"1130822","1783",43,0,0,43,6280,3,538,6821,7.05,7.66
"1130816","1783",-36,0,4,-32,6010,3,541,6554,6.74,7.35
"1130820","1783",41,0,-2,39,6077,3,538,6618,6.82,7.43
"1130826","1783",-13,0,3,-10,6303,3,561,6867,7.07,7.70
"1130830","1783",-13,0,1,-12,6333,3,565,6901,7.10,7.74
"1130815","1783",3,0,13,16,6047,3,537,6587,6.78,7.39
